Vardas              Pavarde             Galutinis (Vid.)
Vardas298           Pavarde298          3.56
Vardas411           Pavarde411          3.56
Vardas68            Pavarde68           3.56
Vardas749           Pavarde749          3.56
Vardas449           Pavarde449          3.60
Vardas953           Pavarde953          3.60
Vardas485           Pavarde485          3.60
Vardas704           Pavarde704          3.60
Vardas982           Pavarde982          3.60
Vardas499           Pavarde499          3.60
Vardas543           Pavarde543          3.60
Vardas14            Pavarde14           3.60
Vardas600           Pavarde600          3.60
Vardas98            Pavarde98           3.60
Vardas393           Pavarde393          3.60
Vardas95            Pavarde95           3.60
Vardas417           Pavarde417          3.60
Vardas676           Pavarde676          3.64
Vardas123           Pavarde123          3.64
Vardas200           Pavarde200          3.64
Vardas159           Pavarde159          3.64
Vardas266           Pavarde266          3.64
Vardas65            Pavarde65           3.64
Vardas613           Pavarde613          3.64
Vardas612           Pavarde612          3.64
Vardas981           Pavarde981          3.68
Vardas803           Pavarde803          3.68
Vardas644           Pavarde644          3.68
Vardas534           Pavarde534          3.68
Vardas792           Pavarde792          3.68
Vardas235           Pavarde235          3.68
Vardas276           Pavarde276          3.68
Vardas515           Pavarde515          3.72
Vardas766           Pavarde766          3.72
Vardas13            Pavarde13           3.72
Vardas844           Pavarde844          3.72
Vardas533           Pavarde533          3.72
Vardas699           Pavarde699          3.72
Vardas197           Pavarde197          3.72
Vardas493           Pavarde493          3.72
Vardas733           Pavarde733          3.72
Vardas772           Pavarde772          3.72
Vardas223           Pavarde223          3.72
Vardas419           Pavarde419          3.72
Vardas409           Pavarde409          3.76
Vardas966           Pavarde966          3.76
Vardas15            Pavarde15           3.76
Vardas627           Pavarde627          3.76
Vardas262           Pavarde262          3.76
Vardas527           Pavarde527          3.76
Vardas911           Pavarde911          3.76
Vardas355           Pavarde355          3.76
Vardas33            Pavarde33           3.80
Vardas531           Pavarde531          3.80
Vardas469           Pavarde469          3.80
Vardas257           Pavarde257          3.80
Vardas398           Pavarde398          3.80
Vardas696           Pavarde696          3.80
Vardas565           Pavarde565          3.80
Vardas839           Pavarde839          3.80
Vardas9             Pavarde9            3.84
Vardas105           Pavarde105          3.84
Vardas962           Pavarde962          3.84
Vardas263           Pavarde263          3.84
Vardas196           Pavarde196          3.84
Vardas459           Pavarde459          3.84
Vardas754           Pavarde754          3.84
Vardas188           Pavarde188          3.84
Vardas688           Pavarde688          3.88
Vardas836           Pavarde836          3.88
Vardas28            Pavarde28           3.88
Vardas228           Pavarde228          3.88
Vardas761           Pavarde761          3.88
Vardas340           Pavarde340          3.92
Vardas610           Pavarde610          3.92
Vardas131           Pavarde131          3.92
Vardas979           Pavarde979          3.92
Vardas601           Pavarde601          3.92
Vardas431           Pavarde431          3.92
Vardas871           Pavarde871          3.96
Vardas764           Pavarde764          3.96
Vardas334           Pavarde334          3.96
Vardas554           Pavarde554          3.96
Vardas941           Pavarde941          3.96
Vardas317           Pavarde317          3.96
Vardas256           Pavarde256          3.96
Vardas167           Pavarde167          3.96
Vardas903           Pavarde903          4.00
Vardas593           Pavarde593          4.00
Vardas646           Pavarde646          4.00
Vardas296           Pavarde296          4.00
Vardas184           Pavarde184          4.00
Vardas540           Pavarde540          4.00
Vardas622           Pavarde622          4.00
Vardas74            Pavarde74           4.00
Vardas347           Pavarde347          4.04
Vardas848           Pavarde848          4.04
Vardas928           Pavarde928          4.04
Vardas16            Pavarde16           4.04
Vardas947           Pavarde947          4.04
Vardas319           Pavarde319          4.08
Vardas980           Pavarde980          4.08
Vardas714           Pavarde714          4.08
Vardas785           Pavarde785          4.08
Vardas133           Pavarde133          4.08
Vardas951           Pavarde951          4.12
Vardas423           Pavarde423          4.12
Vardas78            Pavarde78           4.12
Vardas506           Pavarde506          4.12
Vardas457           Pavarde457          4.12
Vardas596           Pavarde596          4.12
Vardas269           Pavarde269          4.12
Vardas910           Pavarde910          4.16
Vardas878           Pavarde878          4.16
Vardas282           Pavarde282          4.16
Vardas349           Pavarde349          4.16
Vardas994           Pavarde994          4.16
Vardas811           Pavarde811          4.16
Vardas481           Pavarde481          4.16
Vardas959           Pavarde959          4.16
Vardas738           Pavarde738          4.16
Vardas354           Pavarde354          4.16
Vardas475           Pavarde475          4.16
Vardas293           Pavarde293          4.20
Vardas505           Pavarde505          4.20
Vardas809           Pavarde809          4.20
Vardas480           Pavarde480          4.20
Vardas783           Pavarde783          4.20
Vardas326           Pavarde326          4.20
Vardas879           Pavarde879          4.20
Vardas27            Pavarde27           4.20
Vardas936           Pavarde936          4.24
Vardas608           Pavarde608          4.24
Vardas23            Pavarde23           4.24
Vardas19            Pavarde19           4.24
Vardas552           Pavarde552          4.24
Vardas779           Pavarde779          4.24
Vardas637           Pavarde637          4.24
Vardas283           Pavarde283          4.24
Vardas566           Pavarde566          4.24
Vardas332           Pavarde332          4.24
Vardas119           Pavarde119          4.28
Vardas624           Pavarde624          4.28
Vardas313           Pavarde313          4.28
Vardas160           Pavarde160          4.28
Vardas558           Pavarde558          4.28
Vardas784           Pavarde784          4.28
Vardas43            Pavarde43           4.28
Vardas946           Pavarde946          4.32
Vardas362           Pavarde362          4.32
Vardas640           Pavarde640          4.32
Vardas447           Pavarde447          4.32
Vardas681           Pavarde681          4.32
Vardas769           Pavarde769          4.32
Vardas589           Pavarde589          4.36
Vardas341           Pavarde341          4.36
Vardas933           Pavarde933          4.36
Vardas140           Pavarde140          4.36
Vardas672           Pavarde672          4.36
Vardas741           Pavarde741          4.36
Vardas315           Pavarde315          4.40
Vardas963           Pavarde963          4.40
Vardas816           Pavarde816          4.40
Vardas564           Pavarde564          4.40
Vardas59            Pavarde59           4.40
Vardas11            Pavarde11           4.40
Vardas665           Pavarde665          4.40
Vardas214           Pavarde214          4.40
Vardas165           Pavarde165          4.44
Vardas867           Pavarde867          4.44
Vardas770           Pavarde770          4.44
Vardas193           Pavarde193          4.44
Vardas217           Pavarde217          4.44
Vardas586           Pavarde586          4.44
Vardas331           Pavarde331          4.44
Vardas869           Pavarde869          4.48
Vardas148           Pavarde148          4.48
Vardas964           Pavarde964          4.48
Vardas888           Pavarde888          4.48
Vardas185           Pavarde185          4.48
Vardas851           Pavarde851          4.52
Vardas199           Pavarde199          4.52
Vardas109           Pavarde109          4.56
Vardas800           Pavarde800          4.56
Vardas359           Pavarde359          4.56
Vardas983           Pavarde983          4.56
Vardas150           Pavarde150          4.56
Vardas304           Pavarde304          4.56
Vardas343           Pavarde343          4.56
Vardas279           Pavarde279          4.56
Vardas1000          Pavarde1000         4.60
Vardas141           Pavarde141          4.60
Vardas669           Pavarde669          4.60
Vardas873           Pavarde873          4.60
Vardas206           Pavarde206          4.60
Vardas213           Pavarde213          4.64
Vardas454           Pavarde454          4.64
Vardas85            Pavarde85           4.64
Vardas1             Pavarde1            4.64
Vardas139           Pavarde139          4.64
Vardas537           Pavarde537          4.64
Vardas577           Pavarde577          4.64
Vardas686           Pavarde686          4.64
Vardas990           Pavarde990          4.68
Vardas548           Pavarde548          4.68
Vardas20            Pavarde20           4.68
Vardas756           Pavarde756          4.68
Vardas273           Pavarde273          4.72
Vardas90            Pavarde90           4.72
Vardas574           Pavarde574          4.72
Vardas388           Pavarde388          4.72
Vardas384           Pavarde384          4.72
Vardas678           Pavarde678          4.72
Vardas887           Pavarde887          4.76
Vardas471           Pavarde471          4.76
Vardas847           Pavarde847          4.76
Vardas635           Pavarde635          4.76
Vardas789           Pavarde789          4.80
Vardas306           Pavarde306          4.80
Vardas297           Pavarde297          4.80
Vardas320           Pavarde320          4.80
Vardas31            Pavarde31           4.80
Vardas972           Pavarde972          4.80
Vardas18            Pavarde18           4.84
Vardas344           Pavarde344          4.84
Vardas594           Pavarde594          4.84
Vardas356           Pavarde356          4.84
Vardas824           Pavarde824          4.84
Vardas267           Pavarde267          4.84
Vardas271           Pavarde271          4.84
Vardas970           Pavarde970          4.84
Vardas731           Pavarde731          4.88
Vardas455           Pavarde455          4.88
Vardas832           Pavarde832          4.88
Vardas433           Pavarde433          4.88
Vardas385           Pavarde385          4.92
Vardas435           Pavarde435          4.92
Vardas237           Pavarde237          4.92
Vardas532           Pavarde532          4.92
Vardas403           Pavarde403          4.96
Vardas408           Pavarde408          4.96
Vardas922           Pavarde922          4.96
Vardas26            Pavarde26           4.96
Vardas651           Pavarde651          4.96
Vardas401           Pavarde401          4.96
