Vardas              Pavarde             Galutinis (Vid.)
Vardas420393        Pavarde420393       1.40
Vardas31160         Pavarde31160        1.40
Vardas342607        Pavarde342607       1.40
Vardas846955        Pavarde846955       1.40
Vardas205244        Pavarde205244       1.40
Vardas218359        Pavarde218359       1.40
Vardas279012        Pavarde279012       1.40
Vardas888604        Pavarde888604       1.40
Vardas413342        Pavarde413342       1.40
Vardas425904        Pavarde425904       1.40
Vardas416859        Pavarde416859       1.40
Vardas483659        Pavarde483659       1.40
Vardas684403        Pavarde684403       1.40
Vardas392389        Pavarde392389       1.40
Vardas980717        Pavarde980717       1.40
Vardas150699        Pavarde150699       1.40
Vardas661670        Pavarde661670       1.40
Vardas986829        Pavarde986829       1.40
Vardas743519        Pavarde743519       1.40
Vardas646368        Pavarde646368       1.40
Vardas489540        Pavarde489540       1.40
Vardas813753        Pavarde813753       1.40
Vardas385943        Pavarde385943       1.40
Vardas95289         Pavarde95289        1.40
Vardas451744        Pavarde451744       1.40
Vardas381892        Pavarde381892       1.40
Vardas407849        Pavarde407849       1.40
Vardas729706        Pavarde729706       1.40
Vardas133268        Pavarde133268       1.40
Vardas105975        Pavarde105975       1.40
Vardas904142        Pavarde904142       1.40
Vardas901475        Pavarde901475       1.40
Vardas766877        Pavarde766877       1.40
Vardas928908        Pavarde928908       1.40
Vardas657783        Pavarde657783       1.40
Vardas117289        Pavarde117289       1.40
Vardas748178        Pavarde748178       1.40
Vardas397759        Pavarde397759       1.40
Vardas575964        Pavarde575964       1.40
Vardas453620        Pavarde453620       1.40
Vardas838125        Pavarde838125       1.40
Vardas126299        Pavarde126299       1.40
Vardas94785         Pavarde94785        1.40
Vardas39867         Pavarde39867        1.40
Vardas209655        Pavarde209655       1.40
Vardas472256        Pavarde472256       1.40
Vardas790950        Pavarde790950       1.40
Vardas483879        Pavarde483879       1.40
Vardas187897        Pavarde187897       1.40
Vardas484976        Pavarde484976       1.40
Vardas362516        Pavarde362516       1.40
Vardas270871        Pavarde270871       1.40
Vardas933222        Pavarde933222       1.40
Vardas164911        Pavarde164911       1.40
Vardas485216        Pavarde485216       1.40
Vardas475611        Pavarde475611       1.40
Vardas414039        Pavarde414039       1.40
Vardas998747        Pavarde998747       1.40
Vardas279888        Pavarde279888       1.40
Vardas805184        Pavarde805184       1.40
Vardas538018        Pavarde538018       1.40
Vardas141670        Pavarde141670       1.40
Vardas256136        Pavarde256136       1.40
Vardas867356        Pavarde867356       1.40
Vardas783664        Pavarde783664       1.40
Vardas399694        Pavarde399694       1.40
Vardas341134        Pavarde341134       1.40
Vardas686184        Pavarde686184       1.40
Vardas857890        Pavarde857890       1.40
Vardas49030         Pavarde49030        1.40
Vardas182517        Pavarde182517       1.40
Vardas887638        Pavarde887638       1.40
Vardas753444        Pavarde753444       1.40
Vardas123457        Pavarde123457       1.40
Vardas151125        Pavarde151125       1.40
Vardas942036        Pavarde942036       1.40
Vardas385535        Pavarde385535       1.40
Vardas920518        Pavarde920518       1.40
Vardas116136        Pavarde116136       1.40
Vardas180358        Pavarde180358       1.40
Vardas599477        Pavarde599477       1.40
Vardas433411        Pavarde433411       1.40
Vardas916520        Pavarde916520       1.40
Vardas650457        Pavarde650457       1.40
Vardas360881        Pavarde360881       1.48
Vardas284033        Pavarde284033       1.48
Vardas406592        Pavarde406592       1.48
Vardas727743        Pavarde727743       1.48
Vardas903539        Pavarde903539       1.48
Vardas26669         Pavarde26669        1.48
Vardas909922        Pavarde909922       1.48
Vardas322597        Pavarde322597       1.48
Vardas632563        Pavarde632563       1.48
Vardas186489        Pavarde186489       1.48
Vardas311934        Pavarde311934       1.48
Vardas379813        Pavarde379813       1.48
Vardas997074        Pavarde997074       1.48
Vardas527100        Pavarde527100       1.48
Vardas478709        Pavarde478709       1.48
Vardas712460        Pavarde712460       1.48
Vardas589633        Pavarde589633       1.48
Vardas953578        Pavarde953578       1.48
Vardas528770        Pavarde528770       1.48
Vardas756324        Pavarde756324       1.48
Vardas879439        Pavarde879439       1.48
Vardas398518        Pavarde398518       1.48
Vardas173764        Pavarde173764       1.48
Vardas615604        Pavarde615604       1.48
Vardas195226        Pavarde195226       1.48
Vardas30970         Pavarde30970        1.48
Vardas3100          Pavarde3100         1.48
Vardas637112        Pavarde637112       1.48
Vardas963837        Pavarde963837       1.48
Vardas281813        Pavarde281813       1.48
Vardas356754        Pavarde356754       1.48
Vardas656831        Pavarde656831       1.48
Vardas610188        Pavarde610188       1.48
Vardas410176        Pavarde410176       1.48
Vardas229522        Pavarde229522       1.48
Vardas62051         Pavarde62051        1.48
Vardas982439        Pavarde982439       1.48
Vardas589266        Pavarde589266       1.48
Vardas593203        Pavarde593203       1.48
Vardas774908        Pavarde774908       1.48
Vardas905624        Pavarde905624       1.48
Vardas932154        Pavarde932154       1.48
Vardas201460        Pavarde201460       1.48
Vardas416348        Pavarde416348       1.48
Vardas877992        Pavarde877992       1.48
Vardas660753        Pavarde660753       1.48
Vardas605166        Pavarde605166       1.48
Vardas895315        Pavarde895315       1.48
Vardas786511        Pavarde786511       1.48
Vardas764842        Pavarde764842       1.48
Vardas50471         Pavarde50471        1.48
Vardas350331        Pavarde350331       1.48
Vardas912204        Pavarde912204       1.48
Vardas123103        Pavarde123103       1.48
Vardas326761        Pavarde326761       1.48
Vardas838053        Pavarde838053       1.48
Vardas494400        Pavarde494400       1.48
Vardas872895        Pavarde872895       1.48
Vardas490037        Pavarde490037       1.48
Vardas477193        Pavarde477193       1.48
Vardas53107         Pavarde53107        1.48
Vardas201918        Pavarde201918       1.48
Vardas312885        Pavarde312885       1.48
Vardas394794        Pavarde394794       1.48
Vardas415323        Pavarde415323       1.48
Vardas874748        Pavarde874748       1.48
Vardas222056        Pavarde222056       1.48
Vardas116672        Pavarde116672       1.48
Vardas363097        Pavarde363097       1.48
Vardas304497        Pavarde304497       1.48
Vardas776958        Pavarde776958       1.48
Vardas135028        Pavarde135028       1.48
Vardas5285          Pavarde5285         1.48
Vardas102064        Pavarde102064       1.48
Vardas315940        Pavarde315940       1.48
Vardas817821        Pavarde817821       1.48
Vardas572231        Pavarde572231       1.48
Vardas898961        Pavarde898961       1.48
Vardas620894        Pavarde620894       1.48
Vardas156827        Pavarde156827       1.48
Vardas919519        Pavarde919519       1.48
Vardas926955        Pavarde926955       1.48
Vardas789290        Pavarde789290       1.48
Vardas734046        Pavarde734046       1.48
Vardas368604        Pavarde368604       1.48
Vardas801138        Pavarde801138       1.48
Vardas405585        Pavarde405585       1.48
Vardas819555        Pavarde819555       1.48
Vardas539656        Pavarde539656       1.48
Vardas926964        Pavarde926964       1.48
Vardas675292        Pavarde675292       1.48
Vardas813438        Pavarde813438       1.48
Vardas811661        Pavarde811661       1.48
Vardas459498        Pavarde459498       1.48
Vardas222501        Pavarde222501       1.48
Vardas645623        Pavarde645623       1.48
Vardas802716        Pavarde802716       1.48
Vardas970143        Pavarde970143       1.48
Vardas964890        Pavarde964890       1.48
Vardas983350        Pavarde983350       1.48
Vardas631445        Pavarde631445       1.48
Vardas672291        Pavarde672291       1.48
Vardas151742        Pavarde151742       1.48
Vardas108739        Pavarde108739       1.48
Vardas203435        Pavarde203435       1.48
Vardas613581        Pavarde613581       1.48
Vardas789035        Pavarde789035       1.48
Vardas975050        Pavarde975050       1.48
Vardas997972        Pavarde997972       1.48
Vardas249605        Pavarde249605       1.48
Vardas106332        Pavarde106332       1.48
Vardas872467        Pavarde872467       1.48
Vardas505515        Pavarde505515       1.48
Vardas296175        Pavarde296175       1.48
Vardas880868        Pavarde880868       1.48
Vardas290743        Pavarde290743       1.48
Vardas587167        Pavarde587167       1.48
Vardas921060        Pavarde921060       1.48
Vardas756922        Pavarde756922       1.48
Vardas133329        Pavarde133329       1.48
Vardas624760        Pavarde624760       1.48
Vardas730357        Pavarde730357       1.48
Vardas377282        Pavarde377282       1.48
Vardas686545        Pavarde686545       1.48
Vardas528248        Pavarde528248       1.48
Vardas343259        Pavarde343259       1.48
Vardas368011        Pavarde368011       1.48
Vardas360292        Pavarde360292       1.48
Vardas974392        Pavarde974392       1.48
Vardas587841        Pavarde587841       1.48
Vardas606731        Pavarde606731       1.48
Vardas32086         Pavarde32086        1.48
Vardas503712        Pavarde503712       1.48
Vardas71699         Pavarde71699        1.48
Vardas328293        Pavarde328293       1.48
Vardas667002        Pavarde667002       1.48
Vardas403956        Pavarde403956       1.48
Vardas254680        Pavarde254680       1.48
Vardas89588         Pavarde89588        1.48
Vardas535263        Pavarde535263       1.48
Vardas273140        Pavarde273140       1.48
Vardas810129        Pavarde810129       1.48
Vardas433692        Pavarde433692       1.48
Vardas731280        Pavarde731280       1.48
Vardas555209        Pavarde555209       1.48
Vardas500781        Pavarde500781       1.48
Vardas523380        Pavarde523380       1.48
Vardas780498        Pavarde780498       1.48
Vardas260608        Pavarde260608       1.48
Vardas737030        Pavarde737030       1.48
Vardas627024        Pavarde627024       1.48
Vardas471532        Pavarde471532       1.48
Vardas264568        Pavarde264568       1.48
Vardas710533        Pavarde710533       1.48
Vardas802806        Pavarde802806       1.48
Vardas716736        Pavarde716736       1.48
Vardas54668         Pavarde54668        1.48
Vardas808344        Pavarde808344       1.48
Vardas812259        Pavarde812259       1.48
Vardas235890        Pavarde235890       1.48
Vardas794926        Pavarde794926       1.48
Vardas938620        Pavarde938620       1.48
Vardas454874        Pavarde454874       1.48
Vardas297678        Pavarde297678       1.48
Vardas190275        Pavarde190275       1.48
Vardas294126        Pavarde294126       1.48
Vardas226704        Pavarde226704       1.48
Vardas553477        Pavarde553477       1.48
Vardas482310        Pavarde482310       1.48
Vardas649294        Pavarde649294       1.48
Vardas247007        Pavarde247007       1.48
Vardas417244        Pavarde417244       1.48
Vardas498251        Pavarde498251       1.48
Vardas466573        Pavarde466573       1.48
Vardas635907        Pavarde635907       1.48
Vardas696013        Pavarde696013       1.48
Vardas847254        Pavarde847254       1.48
Vardas528810        Pavarde528810       1.48
Vardas102633        Pavarde102633       1.48
Vardas134573        Pavarde134573       1.48
Vardas752125        Pavarde752125       1.48
Vardas668921        Pavarde668921       1.48
Vardas806684        Pavarde806684       1.48
Vardas364251        Pavarde364251       1.48
Vardas50036         Pavarde50036        1.48
Vardas881808        Pavarde881808       1.48
Vardas213065        Pavarde213065       1.48
Vardas864           Pavarde864          1.48
Vardas375594        Pavarde375594       1.48
Vardas786823        Pavarde786823       1.48
Vardas480121        Pavarde480121       1.48
Vardas609314        Pavarde609314       1.48
Vardas783198        Pavarde783198       1.48
Vardas436781        Pavarde436781       1.48
Vardas161676        Pavarde161676       1.48
Vardas290919        Pavarde290919       1.48
Vardas843596        Pavarde843596       1.48
Vardas342801        Pavarde342801       1.48
Vardas738917        Pavarde738917       1.48
Vardas288945        Pavarde288945       1.48
Vardas713737        Pavarde713737       1.48
Vardas674728        Pavarde674728       1.48
Vardas251048        Pavarde251048       1.48
Vardas264724        Pavarde264724       1.48
Vardas496523        Pavarde496523       1.48
Vardas727490        Pavarde727490       1.48
Vardas603461        Pavarde603461       1.48
Vardas473685        Pavarde473685       1.48
Vardas223951        Pavarde223951       1.48
Vardas744764        Pavarde744764       1.48
Vardas533469        Pavarde533469       1.48
Vardas879831        Pavarde879831       1.48
Vardas762797        Pavarde762797       1.48
Vardas951396        Pavarde951396       1.48
Vardas693035        Pavarde693035       1.48
Vardas596934        Pavarde596934       1.48
Vardas181235        Pavarde181235       1.48
Vardas677747        Pavarde677747       1.48
Vardas961409        Pavarde961409       1.48
Vardas519177        Pavarde519177       1.48
Vardas838320        Pavarde838320       1.48
Vardas645691        Pavarde645691       1.48
Vardas544755        Pavarde544755       1.48
Vardas540572        Pavarde540572       1.48
Vardas89292         Pavarde89292        1.48
Vardas746678        Pavarde746678       1.48
Vardas672080        Pavarde672080       1.48
Vardas920061        Pavarde920061       1.48
Vardas424652        Pavarde424652       1.56
Vardas543293        Pavarde543293       1.56
Vardas122813        Pavarde122813       1.56
Vardas449288        Pavarde449288       1.56
Vardas164784        Pavarde164784       1.56
Vardas926818        Pavarde926818       1.56
Vardas344135        Pavarde344135       1.56
Vardas810544        Pavarde810544       1.56
Vardas867798        Pavarde867798       1.56
Vardas13875         Pavarde13875        1.56
Vardas474425        Pavarde474425       1.56
Vardas700028        Pavarde700028       1.56
Vardas633896        Pavarde633896       1.56
Vardas841935        Pavarde841935       1.56
Vardas288099        Pavarde288099       1.56
Vardas366515        Pavarde366515       1.56
Vardas679681        Pavarde679681       1.56
Vardas810438        Pavarde810438       1.56
Vardas457708        Pavarde457708       1.56
Vardas452300        Pavarde452300       1.56
Vardas849482        Pavarde849482       1.56
Vardas905831        Pavarde905831       1.56
Vardas810809        Pavarde810809       1.56
Vardas673279        Pavarde673279       1.56
Vardas442959        Pavarde442959       1.56
Vardas109281        Pavarde109281       1.56
Vardas982428        Pavarde982428       1.56
Vardas530704        Pavarde530704       1.56
Vardas177718        Pavarde177718       1.56
Vardas258277        Pavarde258277       1.56
Vardas700725        Pavarde700725       1.56
Vardas872190        Pavarde872190       1.56
Vardas264971        Pavarde264971       1.56
Vardas987529        Pavarde987529       1.56
Vardas731754        Pavarde731754       1.56
Vardas989689        Pavarde989689       1.56
Vardas623829        Pavarde623829       1.56
Vardas395889        Pavarde395889       1.56
Vardas188500        Pavarde188500       1.56
Vardas830398        Pavarde830398       1.56
Vardas40100         Pavarde40100        1.56
Vardas700137        Pavarde700137       1.56
Vardas986848        Pavarde986848       1.56
Vardas508679        Pavarde508679       1.56
Vardas347724        Pavarde347724       1.56
Vardas524305        Pavarde524305       1.56
Vardas962962        Pavarde962962       1.56
Vardas920789        Pavarde920789       1.56
Vardas745048        Pavarde745048       1.56
Vardas597127        Pavarde597127       1.56
Vardas736273        Pavarde736273       1.56
Vardas398704        Pavarde398704       1.56
Vardas257999        Pavarde257999       1.56
Vardas136315        Pavarde136315       1.56
Vardas691588        Pavarde691588       1.56
Vardas174415        Pavarde174415       1.56
Vardas247687        Pavarde247687       1.56
Vardas756767        Pavarde756767       1.56
Vardas461133        Pavarde461133       1.56
Vardas537427        Pavarde537427       1.56
Vardas273548        Pavarde273548       1.56
Vardas145097        Pavarde145097       1.56
Vardas631930        Pavarde631930       1.56
Vardas686210        Pavarde686210       1.56
Vardas402797        Pavarde402797       1.56
Vardas619283        Pavarde619283       1.56
Vardas913656        Pavarde913656       1.56
Vardas796351        Pavarde796351       1.56
Vardas233002        Pavarde233002       1.56
Vardas629185        Pavarde629185       1.56
Vardas417180        Pavarde417180       1.56
Vardas856093        Pavarde856093       1.56
Vardas258914        Pavarde258914       1.56
Vardas686157        Pavarde686157       1.56
Vardas686154        Pavarde686154       1.56
Vardas850455        Pavarde850455       1.56
Vardas804577        Pavarde804577       1.56
Vardas717925        Pavarde717925       1.56
Vardas458191        Pavarde458191       1.56
Vardas597442        Pavarde597442       1.56
Vardas757092        Pavarde757092       1.56
Vardas186909        Pavarde186909       1.56
Vardas349669        Pavarde349669       1.56
Vardas340005        Pavarde340005       1.56
Vardas38901         Pavarde38901        1.56
Vardas407091        Pavarde407091       1.56
Vardas962173        Pavarde962173       1.56
Vardas698238        Pavarde698238       1.56
Vardas519739        Pavarde519739       1.56
Vardas366058        Pavarde366058       1.56
Vardas30472         Pavarde30472        1.56
Vardas984009        Pavarde984009       1.56
Vardas845233        Pavarde845233       1.56
Vardas992025        Pavarde992025       1.56
Vardas911422        Pavarde911422       1.56
Vardas307851        Pavarde307851       1.56
Vardas311009        Pavarde311009       1.56
Vardas67855         Pavarde67855        1.56
Vardas166053        Pavarde166053       1.56
Vardas178441        Pavarde178441       1.56
Vardas165616        Pavarde165616       1.56
Vardas367170        Pavarde367170       1.56
Vardas272213        Pavarde272213       1.56
Vardas321928        Pavarde321928       1.56
Vardas358840        Pavarde358840       1.56
Vardas552865        Pavarde552865       1.56
Vardas597802        Pavarde597802       1.56
Vardas952145        Pavarde952145       1.56
Vardas441203        Pavarde441203       1.56
Vardas561138        Pavarde561138       1.56
Vardas66905         Pavarde66905        1.56
Vardas76670         Pavarde76670        1.56
Vardas52806         Pavarde52806        1.56
Vardas941303        Pavarde941303       1.56
Vardas482373        Pavarde482373       1.56
Vardas943731        Pavarde943731       1.56
Vardas913924        Pavarde913924       1.56
Vardas984096        Pavarde984096       1.56
Vardas829335        Pavarde829335       1.56
Vardas728375        Pavarde728375       1.56
Vardas491365        Pavarde491365       1.56
Vardas219996        Pavarde219996       1.56
Vardas233072        Pavarde233072       1.56
Vardas20304         Pavarde20304        1.56
Vardas794611        Pavarde794611       1.56
Vardas672202        Pavarde672202       1.56
Vardas454667        Pavarde454667       1.56
Vardas889167        Pavarde889167       1.56
Vardas775922        Pavarde775922       1.56
Vardas529664        Pavarde529664       1.56
Vardas776898        Pavarde776898       1.56
Vardas135304        Pavarde135304       1.56
Vardas743088        Pavarde743088       1.56
Vardas266687        Pavarde266687       1.56
Vardas340291        Pavarde340291       1.56
Vardas20584         Pavarde20584        1.56
Vardas363562        Pavarde363562       1.56
Vardas99229         Pavarde99229        1.56
Vardas401013        Pavarde401013       1.56
Vardas60092         Pavarde60092        1.56
Vardas66615         Pavarde66615        1.56
Vardas418233        Pavarde418233       1.56
Vardas338740        Pavarde338740       1.56
Vardas978496        Pavarde978496       1.56
Vardas338741        Pavarde338741       1.56
Vardas770995        Pavarde770995       1.56
Vardas588592        Pavarde588592       1.56
Vardas880784        Pavarde880784       1.56
Vardas20688         Pavarde20688        1.56
Vardas241466        Pavarde241466       1.56
Vardas708793        Pavarde708793       1.56
Vardas64527         Pavarde64527        1.56
Vardas779767        Pavarde779767       1.56
Vardas697981        Pavarde697981       1.56
Vardas724349        Pavarde724349       1.56
Vardas354176        Pavarde354176       1.56
Vardas217108        Pavarde217108       1.56
Vardas286376        Pavarde286376       1.56
Vardas95678         Pavarde95678        1.56
Vardas490430        Pavarde490430       1.56
Vardas953168        Pavarde953168       1.56
Vardas490438        Pavarde490438       1.56
Vardas783814        Pavarde783814       1.56
Vardas938077        Pavarde938077       1.56
Vardas386347        Pavarde386347       1.56
Vardas87721         Pavarde87721        1.56
Vardas128300        Pavarde128300       1.56
Vardas455275        Pavarde455275       1.56
Vardas865906        Pavarde865906       1.56
Vardas902868        Pavarde902868       1.56
Vardas980369        Pavarde980369       1.56
Vardas619473        Pavarde619473       1.56
Vardas97744         Pavarde97744        1.56
Vardas257095        Pavarde257095       1.56
Vardas922837        Pavarde922837       1.56
Vardas789932        Pavarde789932       1.56
Vardas442274        Pavarde442274       1.56
Vardas902785        Pavarde902785       1.56
Vardas483035        Pavarde483035       1.56
Vardas882354        Pavarde882354       1.56
Vardas813280        Pavarde813280       1.56
Vardas188773        Pavarde188773       1.56
Vardas891103        Pavarde891103       1.56
Vardas404808        Pavarde404808       1.56
Vardas348721        Pavarde348721       1.56
Vardas246843        Pavarde246843       1.56
Vardas551011        Pavarde551011       1.56
Vardas590717        Pavarde590717       1.56
Vardas77742         Pavarde77742        1.56
Vardas225183        Pavarde225183       1.56
Vardas233923        Pavarde233923       1.56
Vardas779145        Pavarde779145       1.56
Vardas828256        Pavarde828256       1.56
Vardas340854        Pavarde340854       1.56
Vardas516344        Pavarde516344       1.56
Vardas217802        Pavarde217802       1.56
Vardas938865        Pavarde938865       1.56
Vardas277743        Pavarde277743       1.56
Vardas881797        Pavarde881797       1.56
Vardas290180        Pavarde290180       1.56
Vardas569209        Pavarde569209       1.56
Vardas779114        Pavarde779114       1.56
Vardas328925        Pavarde328925       1.56
Vardas12729         Pavarde12729        1.56
Vardas364904        Pavarde364904       1.56
Vardas404011        Pavarde404011       1.56
Vardas966331        Pavarde966331       1.56
Vardas560524        Pavarde560524       1.56
Vardas655508        Pavarde655508       1.56
Vardas845801        Pavarde845801       1.56
Vardas496564        Pavarde496564       1.56
Vardas509293        Pavarde509293       1.56
Vardas562678        Pavarde562678       1.56
Vardas290285        Pavarde290285       1.56
Vardas510786        Pavarde510786       1.56
Vardas716810        Pavarde716810       1.56
Vardas846406        Pavarde846406       1.56
Vardas459252        Pavarde459252       1.56
Vardas158572        Pavarde158572       1.56
Vardas803314        Pavarde803314       1.56
Vardas875556        Pavarde875556       1.56
Vardas969047        Pavarde969047       1.56
Vardas179848        Pavarde179848       1.56
Vardas825265        Pavarde825265       1.56
Vardas575270        Pavarde575270       1.56
Vardas499148        Pavarde499148       1.56
Vardas910980        Pavarde910980       1.56
Vardas751664        Pavarde751664       1.56
Vardas510737        Pavarde510737       1.56
Vardas587690        Pavarde587690       1.56
Vardas143053        Pavarde143053       1.56
Vardas158068        Pavarde158068       1.56
Vardas637688        Pavarde637688       1.56
Vardas805086        Pavarde805086       1.56
Vardas702814        Pavarde702814       1.56
Vardas103121        Pavarde103121       1.56
Vardas502310        Pavarde502310       1.56
Vardas707329        Pavarde707329       1.56
Vardas49320         Pavarde49320        1.56
Vardas459369        Pavarde459369       1.56
Vardas430455        Pavarde430455       1.56
Vardas707326        Pavarde707326       1.56
Vardas315709        Pavarde315709       1.56
Vardas84145         Pavarde84145        1.56
Vardas740908        Pavarde740908       1.56
Vardas726056        Pavarde726056       1.56
Vardas31045         Pavarde31045        1.56
Vardas911092        Pavarde911092       1.56
Vardas626969        Pavarde626969       1.56
Vardas377526        Pavarde377526       1.56
Vardas130140        Pavarde130140       1.56
Vardas853198        Pavarde853198       1.56
Vardas567169        Pavarde567169       1.56
Vardas645931        Pavarde645931       1.56
Vardas256683        Pavarde256683       1.56
Vardas141075        Pavarde141075       1.56
Vardas858857        Pavarde858857       1.56
Vardas916772        Pavarde916772       1.56
Vardas901274        Pavarde901274       1.56
Vardas375544        Pavarde375544       1.56
Vardas488800        Pavarde488800       1.56
Vardas954907        Pavarde954907       1.56
Vardas98490         Pavarde98490        1.56
Vardas699799        Pavarde699799       1.56
Vardas349135        Pavarde349135       1.56
Vardas238689        Pavarde238689       1.56
Vardas893376        Pavarde893376       1.56
Vardas238659        Pavarde238659       1.56
Vardas35197         Pavarde35197        1.56
Vardas188684        Pavarde188684       1.56
Vardas773697        Pavarde773697       1.56
Vardas437363        Pavarde437363       1.56
Vardas2037          Pavarde2037         1.56
