Vardas              Pavarde             Galutinis (Vid.)
Vardas551           Pavarde551          5.60
Vardas861           Pavarde861          5.60
Vardas102           Pavarde102          5.60
Vardas438           Pavarde438          5.60
Vardas222           Pavarde222          5.60
Vardas101           Pavarde101          5.60
Vardas404           Pavarde404          5.60
Vardas885           Pavarde885          5.60
Vardas582           Pavarde582          5.60
Vardas590           Pavarde590          5.60
Vardas244           Pavarde244          5.64
Vardas352           Pavarde352          5.68
Vardas898           Pavarde898          5.68
Vardas782           Pavarde782          5.68
Vardas721           Pavarde721          5.68
Vardas801           Pavarde801          5.68
Vardas896           Pavarde896          5.68
Vardas857           Pavarde857          5.68
Vardas858           Pavarde858          5.68
Vardas642           Pavarde642          5.68
Vardas698           Pavarde698          5.68
Vardas441           Pavarde441          5.68
Vardas55            Pavarde55           5.68
Vardas843           Pavarde843          5.72
Vardas755           Pavarde755          5.72
Vardas161           Pavarde161          5.72
Vardas632           Pavarde632          5.72
Vardas12            Pavarde12           5.76
Vardas45            Pavarde45           5.76
Vardas664           Pavarde664          5.76
Vardas286           Pavarde286          5.76
Vardas842           Pavarde842          5.80
Vardas969           Pavarde969          5.80
Vardas628           Pavarde628          5.80
Vardas76            Pavarde76           5.80
Vardas151           Pavarde151          5.80
Vardas397           Pavarde397          5.80
Vardas473           Pavarde473          5.80
Vardas124           Pavarde124          5.80
Vardas883           Pavarde883          5.80
Vardas66            Pavarde66           5.80
Vardas154           Pavarde154          5.84
Vardas948           Pavarde948          5.84
Vardas372           Pavarde372          5.84
Vardas787           Pavarde787          5.84
Vardas710           Pavarde710          5.84
Vardas500           Pavarde500          5.84
Vardas639           Pavarde639          5.84
Vardas466           Pavarde466          5.84
Vardas81            Pavarde81           5.88
Vardas905           Pavarde905          5.88
Vardas517           Pavarde517          5.88
Vardas833           Pavarde833          5.88
Vardas357           Pavarde357          5.88
Vardas116           Pavarde116          5.88
Vardas178           Pavarde178          5.88
Vardas546           Pavarde546          5.92
Vardas619           Pavarde619          5.92
Vardas584           Pavarde584          5.92
Vardas386           Pavarde386          5.92
Vardas327           Pavarde327          5.92
Vardas917           Pavarde917          5.92
Vardas989           Pavarde989          5.92
Vardas709           Pavarde709          5.92
Vardas940           Pavarde940          5.96
Vardas21            Pavarde21           5.96
Vardas60            Pavarde60           5.96
Vardas841           Pavarde841          5.96
Vardas968           Pavarde968          6.00
Vardas254           Pavarde254          6.00
Vardas630           Pavarde630          6.00
Vardas961           Pavarde961          6.00
Vardas321           Pavarde321          6.00
Vardas810           Pavarde810          6.00
Vardas900           Pavarde900          6.00
Vardas400           Pavarde400          6.00
Vardas549           Pavarde549          6.04
Vardas798           Pavarde798          6.04
Vardas322           Pavarde322          6.04
Vardas991           Pavarde991          6.04
Vardas744           Pavarde744          6.04
Vardas434           Pavarde434          6.08
Vardas456           Pavarde456          6.08
Vardas107           Pavarde107          6.08
Vardas913           Pavarde913          6.08
Vardas945           Pavarde945          6.08
Vardas768           Pavarde768          6.08
Vardas396           Pavarde396          6.08
Vardas823           Pavarde823          6.12
Vardas246           Pavarde246          6.12
Vardas881           Pavarde881          6.12
Vardas915           Pavarde915          6.12
Vardas695           Pavarde695          6.12
Vardas814           Pavarde814          6.12
Vardas877           Pavarde877          6.16
Vardas38            Pavarde38           6.16
Vardas272           Pavarde272          6.16
Vardas852           Pavarde852          6.20
Vardas336           Pavarde336          6.20
Vardas720           Pavarde720          6.20
Vardas562           Pavarde562          6.20
Vardas56            Pavarde56           6.20
Vardas705           Pavarde705          6.20
Vardas949           Pavarde949          6.20
Vardas379           Pavarde379          6.20
Vardas318           Pavarde318          6.24
Vardas659           Pavarde659          6.24
Vardas902           Pavarde902          6.24
Vardas73            Pavarde73           6.24
Vardas201           Pavarde201          6.24
Vardas747           Pavarde747          6.28
Vardas175           Pavarde175          6.28
Vardas241           Pavarde241          6.28
Vardas270           Pavarde270          6.28
Vardas874           Pavarde874          6.28
Vardas113           Pavarde113          6.32
Vardas375           Pavarde375          6.32
Vardas92            Pavarde92           6.32
Vardas691           Pavarde691          6.32
Vardas399           Pavarde399          6.32
Vardas248           Pavarde248          6.32
Vardas358           Pavarde358          6.36
Vardas889           Pavarde889          6.36
Vardas368           Pavarde368          6.36
Vardas426           Pavarde426          6.36
Vardas182           Pavarde182          6.36
Vardas158           Pavarde158          6.36
Vardas240           Pavarde240          6.36
Vardas278           Pavarde278          6.36
Vardas660           Pavarde660          6.36
Vardas132           Pavarde132          6.40
Vardas145           Pavarde145          6.40
Vardas884           Pavarde884          6.40
Vardas952           Pavarde952          6.40
Vardas191           Pavarde191          6.40
Vardas838           Pavarde838          6.40
Vardas745           Pavarde745          6.40
Vardas172           Pavarde172          6.40
Vardas986           Pavarde986          6.40
Vardas925           Pavarde925          6.40
Vardas215           Pavarde215          6.44
Vardas514           Pavarde514          6.44
Vardas897           Pavarde897          6.44
Vardas717           Pavarde717          6.44
Vardas605           Pavarde605          6.44
Vardas853           Pavarde853          6.44
Vardas618           Pavarde618          6.44
Vardas491           Pavarde491          6.44
Vardas575           Pavarde575          6.48
Vardas462           Pavarde462          6.48
Vardas777           Pavarde777          6.48
Vardas135           Pavarde135          6.48
Vardas230           Pavarde230          6.52
Vardas224           Pavarde224          6.52
Vardas822           Pavarde822          6.52
Vardas202           Pavarde202          6.52
Vardas732           Pavarde732          6.52
Vardas377           Pavarde377          6.52
Vardas335           Pavarde335          6.52
Vardas483           Pavarde483          6.56
Vardas261           Pavarde261          6.56
Vardas559           Pavarde559          6.56
Vardas226           Pavarde226          6.56
Vardas957           Pavarde957          6.56
Vardas111           Pavarde111          6.56
Vardas87            Pavarde87           6.56
Vardas748           Pavarde748          6.60
Vardas83            Pavarde83           6.60
Vardas442           Pavarde442          6.60
Vardas231           Pavarde231          6.60
Vardas303           Pavarde303          6.60
Vardas870           Pavarde870          6.60
Vardas208           Pavarde208          6.60
Vardas164           Pavarde164          6.60
Vardas179           Pavarde179          6.60
Vardas891           Pavarde891          6.60
Vardas855           Pavarde855          6.60
Vardas89            Pavarde89           6.64
Vardas583           Pavarde583          6.64
Vardas80            Pavarde80           6.64
Vardas729           Pavarde729          6.64
Vardas796           Pavarde796          6.64
Vardas995           Pavarde995          6.64
Vardas876           Pavarde876          6.68
Vardas366           Pavarde366          6.68
Vardas636           Pavarde636          6.68
Vardas914           Pavarde914          6.68
Vardas353           Pavarde353          6.68
Vardas825           Pavarde825          6.72
Vardas496           Pavarde496          6.72
Vardas864           Pavarde864          6.72
Vardas207           Pavarde207          6.72
Vardas452           Pavarde452          6.72
Vardas973           Pavarde973          6.76
Vardas974           Pavarde974          6.76
Vardas599           Pavarde599          6.76
Vardas944           Pavarde944          6.76
Vardas430           Pavarde430          6.76
Vardas53            Pavarde53           6.80
Vardas486           Pavarde486          6.80
Vardas61            Pavarde61           6.80
Vardas382           Pavarde382          6.80
Vardas162           Pavarde162          6.80
Vardas663           Pavarde663          6.80
Vardas509           Pavarde509          6.80
Vardas813           Pavarde813          6.80
Vardas503           Pavarde503          6.80
Vardas34            Pavarde34           6.80
Vardas274           Pavarde274          6.80
Vardas650           Pavarde650          6.84
Vardas155           Pavarde155          6.84
Vardas894           Pavarde894          6.84
Vardas937           Pavarde937          6.88
Vardas387           Pavarde387          6.88
Vardas683           Pavarde683          6.88
Vardas926           Pavarde926          6.88
Vardas51            Pavarde51           6.88
Vardas604           Pavarde604          6.92
Vardas581           Pavarde581          6.92
Vardas956           Pavarde956          6.92
Vardas603           Pavarde603          6.92
Vardas268           Pavarde268          6.96
Vardas22            Pavarde22           6.96
Vardas284           Pavarde284          6.96
Vardas984           Pavarde984          6.96
Vardas706           Pavarde706          6.96
Vardas504           Pavarde504          7.00
Vardas474           Pavarde474          7.00
Vardas725           Pavarde725          7.00
Vardas791           Pavarde791          7.00
Vardas638           Pavarde638          7.00
Vardas424           Pavarde424          7.00
Vardas579           Pavarde579          7.00
Vardas942           Pavarde942          7.00
Vardas333           Pavarde333          7.00
Vardas916           Pavarde916          7.04
Vardas96            Pavarde96           7.04
Vardas8             Pavarde8            7.04
Vardas130           Pavarde130          7.04
Vardas626           Pavarde626          7.04
Vardas694           Pavarde694          7.04
Vardas954           Pavarde954          7.04
Vardas198           Pavarde198          7.08
Vardas389           Pavarde389          7.08
Vardas667           Pavarde667          7.08
Vardas484           Pavarde484          7.08
Vardas323           Pavarde323          7.08
Vardas260           Pavarde260          7.08
Vardas46            Pavarde46           7.08
Vardas708           Pavarde708          7.12
Vardas418           Pavarde418          7.12
Vardas542           Pavarde542          7.12
Vardas127           Pavarde127          7.12
Vardas570           Pavarde570          7.12
Vardas367           Pavarde367          7.16
Vardas350           Pavarde350          7.16
Vardas932           Pavarde932          7.16
Vardas381           Pavarde381          7.16
Vardas258           Pavarde258          7.16
Vardas363           Pavarde363          7.16
Vardas692           Pavarde692          7.16
Vardas410           Pavarde410          7.16
Vardas91            Pavarde91           7.16
Vardas94            Pavarde94           7.16
Vardas845           Pavarde845          7.16
Vardas166           Pavarde166          7.16
Vardas767           Pavarde767          7.20
Vardas394           Pavarde394          7.20
Vardas7             Pavarde7            7.20
Vardas679           Pavarde679          7.20
Vardas689           Pavarde689          7.20
Vardas781           Pavarde781          7.24
Vardas88            Pavarde88           7.24
Vardas195           Pavarde195          7.24
Vardas54            Pavarde54           7.24
Vardas734           Pavarde734          7.24
Vardas205           Pavarde205          7.24
Vardas765           Pavarde765          7.24
Vardas189           Pavarde189          7.24
Vardas337           Pavarde337          7.24
Vardas67            Pavarde67           7.24
Vardas501           Pavarde501          7.28
Vardas786           Pavarde786          7.28
Vardas563           Pavarde563          7.28
Vardas63            Pavarde63           7.28
Vardas443           Pavarde443          7.28
Vardas142           Pavarde142          7.28
Vardas488           Pavarde488          7.28
Vardas211           Pavarde211          7.28
Vardas585           Pavarde585          7.32
Vardas487           Pavarde487          7.32
Vardas762           Pavarde762          7.36
Vardas57            Pavarde57           7.36
Vardas32            Pavarde32           7.36
Vardas432           Pavarde432          7.36
Vardas849           Pavarde849          7.36
Vardas547           Pavarde547          7.36
Vardas702           Pavarde702          7.36
Vardas492           Pavarde492          7.36
Vardas265           Pavarde265          7.36
Vardas526           Pavarde526          7.40
Vardas893           Pavarde893          7.40
Vardas950           Pavarde950          7.40
Vardas316           Pavarde316          7.40
Vardas415           Pavarde415          7.40
Vardas467           Pavarde467          7.40
Vardas751           Pavarde751          7.44
Vardas450           Pavarde450          7.44
Vardas557           Pavarde557          7.44
Vardas757           Pavarde757          7.44
Vardas427           Pavarde427          7.48
Vardas308           Pavarde308          7.48
Vardas775           Pavarde775          7.48
Vardas299           Pavarde299          7.52
Vardas718           Pavarde718          7.52
Vardas571           Pavarde571          7.52
Vardas719           Pavarde719          7.52
Vardas987           Pavarde987          7.52
Vardas192           Pavarde192          7.52
Vardas880           Pavarde880          7.52
Vardas591           Pavarde591          7.52
Vardas476           Pavarde476          7.52
Vardas99            Pavarde99           7.52
Vardas287           Pavarde287          7.52
Vardas625           Pavarde625          7.56
Vardas143           Pavarde143          7.56
Vardas328           Pavarde328          7.56
Vardas86            Pavarde86           7.56
Vardas176           Pavarde176          7.56
Vardas835           Pavarde835          7.56
Vardas126           Pavarde126          7.60
Vardas680           Pavarde680          7.60
Vardas413           Pavarde413          7.60
Vardas478           Pavarde478          7.60
Vardas448           Pavarde448          7.60
Vardas819           Pavarde819          7.60
Vardas993           Pavarde993          7.60
Vardas242           Pavarde242          7.60
Vardas103           Pavarde103          7.64
Vardas374           Pavarde374          7.64
Vardas713           Pavarde713          7.64
Vardas463           Pavarde463          7.64
Vardas4             Pavarde4            7.64
Vardas648           Pavarde648          7.64
Vardas677           Pavarde677          7.64
Vardas578           Pavarde578          7.64
Vardas181           Pavarde181          7.64
Vardas346           Pavarde346          7.64
Vardas703           Pavarde703          7.68
Vardas428           Pavarde428          7.68
Vardas958           Pavarde958          7.68
Vardas465           Pavarde465          7.68
Vardas866           Pavarde866          7.68
Vardas760           Pavarde760          7.68
Vardas918           Pavarde918          7.68
Vardas670           Pavarde670          7.72
Vardas829           Pavarde829          7.72
Vardas684           Pavarde684          7.72
Vardas170           Pavarde170          7.76
Vardas497           Pavarde497          7.76
Vardas908           Pavarde908          7.80
Vardas479           Pavarde479          7.80
Vardas405           Pavarde405          7.80
Vardas420           Pavarde420          7.80
Vardas425           Pavarde425          7.80
Vardas121           Pavarde121          7.80
Vardas700           Pavarde700          7.80
Vardas938           Pavarde938          7.84
Vardas895           Pavarde895          7.84
Vardas518           Pavarde518          7.84
Vardas535           Pavarde535          7.84
Vardas977           Pavarde977          7.84
Vardas539           Pavarde539          7.84
Vardas128           Pavarde128          7.88
Vardas115           Pavarde115          7.88
Vardas860           Pavarde860          7.88
Vardas439           Pavarde439          7.92
Vardas64            Pavarde64           7.92
Vardas275           Pavarde275          7.92
Vardas300           Pavarde300          7.92
Vardas817           Pavarde817          7.96
Vardas395           Pavarde395          7.96
Vardas209           Pavarde209          7.96
Vardas834           Pavarde834          7.96
Vardas82            Pavarde82           7.96
Vardas406           Pavarde406          8.00
Vardas521           Pavarde521          8.00
Vardas238           Pavarde238          8.00
Vardas512           Pavarde512          8.00
Vardas309           Pavarde309          8.04
Vardas402           Pavarde402          8.04
Vardas203           Pavarde203          8.04
Vardas931           Pavarde931          8.04
Vardas697           Pavarde697          8.04
Vardas5             Pavarde5            8.08
Vardas482           Pavarde482          8.08
Vardas114           Pavarde114          8.08
Vardas620           Pavarde620          8.08
Vardas233           Pavarde233          8.12
Vardas759           Pavarde759          8.12
Vardas530           Pavarde530          8.12
Vardas988           Pavarde988          8.12
Vardas472           Pavarde472          8.12
Vardas6             Pavarde6            8.16
Vardas49            Pavarde49           8.16
Vardas795           Pavarde795          8.16
Vardas658           Pavarde658          8.16
Vardas919           Pavarde919          8.16
Vardas862           Pavarde862          8.16
Vardas580           Pavarde580          8.20
Vardas854           Pavarde854          8.20
Vardas645           Pavarde645          8.20
Vardas528           Pavarde528          8.24
Vardas934           Pavarde934          8.24
Vardas935           Pavarde935          8.24
Vardas79            Pavarde79           8.24
Vardas422           Pavarde422          8.24
Vardas912           Pavarde912          8.24
Vardas774           Pavarde774          8.24
Vardas965           Pavarde965          8.24
Vardas301           Pavarde301          8.24
Vardas906           Pavarde906          8.28
Vardas163           Pavarde163          8.32
Vardas239           Pavarde239          8.32
Vardas232           Pavarde232          8.32
Vardas17            Pavarde17           8.32
Vardas48            Pavarde48           8.36
Vardas735           Pavarde735          8.36
Vardas390           Pavarde390          8.40
Vardas458           Pavarde458          8.40
Vardas511           Pavarde511          8.40
Vardas371           Pavarde371          8.40
Vardas778           Pavarde778          8.40
Vardas495           Pavarde495          8.44
Vardas97            Pavarde97           8.48
Vardas445           Pavarde445          8.48
Vardas477           Pavarde477          8.56
Vardas288           Pavarde288          8.56
Vardas837           Pavarde837          8.56
Vardas62            Pavarde62           8.56
Vardas892           Pavarde892          8.56
Vardas464           Pavarde464          8.56
Vardas364           Pavarde364          8.56
Vardas29            Pavarde29           8.60
Vardas657           Pavarde657          8.64
Vardas799           Pavarde799          8.64
Vardas146           Pavarde146          8.64
Vardas652           Pavarde652          8.72
Vardas42            Pavarde42           8.72
Vardas654           Pavarde654          8.80
Vardas742           Pavarde742          8.80
Vardas788           Pavarde788          8.80
Vardas633           Pavarde633          8.80
Vardas249           Pavarde249          8.88
Vardas255           Pavarde255          8.88
Vardas595           Pavarde595          8.88
Vardas110           Pavarde110          8.96
Vardas850           Pavarde850          8.96
Vardas421           Pavarde421          8.96
Vardas219           Pavarde219          8.96
Vardas513           Pavarde513          8.96
Vardas40            Pavarde40           8.96
Vardas668           Pavarde668          8.96
Vardas183           Pavarde183          9.04
Vardas468           Pavarde468          9.12
Vardas118           Pavarde118          9.12
Vardas573           Pavarde573          9.20
Vardas978           Pavarde978          9.28
Vardas220           Pavarde220          9.36
Vardas47            Pavarde47           9.44
Vardas204           Pavarde204          9.68
